study_accession	sample_accession	experiment_accession	run_accession	tax_id	scientific_name	experiment_alias	fastq_ftp	submitted_ftp	sra_ftp
PRJEB38036	SAMEA6804962	ERX4088373	ERR4097200	408170	human gut metagenome	CNX0149890	ftp.sra.ebi.ac.uk/vol1/fastq/ERR409/000/ERR4097200/ERR4097200_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR409/000/ERR4097200/ERR4097200_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR409/ERR4097200/A_10.1.rmhost.fq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR409/ERR4097200/A_10.2.rmhost.fq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR409/000/ERR4097200
PRJEB38036	SAMEA6804772	ERX4088374	ERR4097201	408170	human gut metagenome	CNX0149969	ftp.sra.ebi.ac.uk/vol1/fastq/ERR409/001/ERR4097201/ERR4097201_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR409/001/ERR4097201/ERR4097201_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR409/ERR4097201/C_3.1.rmhost.fq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR409/ERR4097201/C_3.2.rmhost.fq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR409/001/ERR4097201
PRJEB38036	SAMEA6804964	ERX4088375	ERR4097202	408170	human gut metagenome	CNX0149896	ftp.sra.ebi.ac.uk/vol1/fastq/ERR409/002/ERR4097202/ERR4097202_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR409/002/ERR4097202/ERR4097202_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR409/ERR4097202/A_16.1.rmhost.fq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR409/ERR4097202/A_16.2.rmhost.fq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR409/002/ERR4097202
PRJEB38036	SAMEA6804965	ERX4088376	ERR4097203	408170	human gut metagenome	CNX0149897	ftp.sra.ebi.ac.uk/vol1/fastq/ERR409/003/ERR4097203/ERR4097203_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR409/003/ERR4097203/ERR4097203_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR409/ERR4097203/A_17.1.rmhost.fq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR409/ERR4097203/A_17.2.rmhost.fq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR409/003/ERR4097203
PRJEB38036	SAMEA6804938	ERX4088377	ERR4097204	408170	human gut metagenome	CNX0150049	ftp.sra.ebi.ac.uk/vol1/fastq/ERR409/004/ERR4097204/ERR4097204_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR409/004/ERR4097204/ERR4097204_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR409/ERR4097204/D6300_4_23.1.rmhost.fq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR409/ERR4097204/D6300_4_23.2.rmhost.fq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR409/004/ERR4097204
PRJEB38036	SAMEA6804937	ERX4088378	ERR4097205	408170	human gut metagenome	CNX0150048	ftp.sra.ebi.ac.uk/vol1/fastq/ERR409/005/ERR4097205/ERR4097205_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR409/005/ERR4097205/ERR4097205_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR409/ERR4097205/D6300_4_22.1.rmhost.fq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR409/ERR4097205/D6300_4_22.2.rmhost.fq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR409/005/ERR4097205
PRJEB38036	SAMEA6804948	ERX4088379	ERR4097206	408170	human gut metagenome	CNX0150047	ftp.sra.ebi.ac.uk/vol1/fastq/ERR409/006/ERR4097206/ERR4097206_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR409/006/ERR4097206/ERR4097206_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR409/ERR4097206/D6300_4_21.1.rmhost.fq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR409/ERR4097206/D6300_4_21.2.rmhost.fq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR409/006/ERR4097206
PRJEB38036	SAMEA6804947	ERX4088380	ERR4097207	408170	human gut metagenome	CNX0150046	ftp.sra.ebi.ac.uk/vol1/fastq/ERR409/007/ERR4097207/ERR4097207_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR409/007/ERR4097207/ERR4097207_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR409/ERR4097207/D6300_4_20.1.rmhost.fq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR409/ERR4097207/D6300_4_20.2.rmhost.fq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR409/007/ERR4097207
PRJEB38036	SAMEA6804950	ERX4088381	ERR4097208	408170	human gut metagenome	CNX0150045	ftp.sra.ebi.ac.uk/vol1/fastq/ERR409/008/ERR4097208/ERR4097208_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR409/008/ERR4097208/ERR4097208_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR409/ERR4097208/D6300_4_2.1.rmhost.fq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR409/ERR4097208/D6300_4_2.2.rmhost.fq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR409/008/ERR4097208
PRJEB38036	SAMEA6804955	ERX4088382	ERR4097209	408170	human gut metagenome	CNX0149899	ftp.sra.ebi.ac.uk/vol1/fastq/ERR409/009/ERR4097209/ERR4097209_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR409/009/ERR4097209/ERR4097209_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR409/ERR4097209/A_2.1.rmhost.fq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR409/ERR4097209/A_2.2.rmhost.fq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR409/009/ERR4097209
PRJEB38036	SAMEA6804944	ERX4088383	ERR4097210	408170	human gut metagenome	CNX0150043	ftp.sra.ebi.ac.uk/vol1/fastq/ERR409/000/ERR4097210/ERR4097210_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR409/000/ERR4097210/ERR4097210_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR409/ERR4097210/D6300_39.1.rmhost.fq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR409/ERR4097210/D6300_39.2.rmhost.fq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR409/000/ERR4097210
PRJEB38036	SAMEA6804943	ERX4088384	ERR4097211	408170	human gut metagenome	CNX0150042	ftp.sra.ebi.ac.uk/vol1/fastq/ERR409/001/ERR4097211/ERR4097211_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR409/001/ERR4097211/ERR4097211_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR409/ERR4097211/D6300_38.1.rmhost.fq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR409/ERR4097211/D6300_38.2.rmhost.fq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR409/001/ERR4097211
PRJEB38036	SAMEA6804946	ERX4088385	ERR4097212	408170	human gut metagenome	CNX0150041	ftp.sra.ebi.ac.uk/vol1/fastq/ERR409/002/ERR4097212/ERR4097212_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR409/002/ERR4097212/ERR4097212_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR409/ERR4097212/D6300_37.1.rmhost.fq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR409/ERR4097212/D6300_37.2.rmhost.fq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR409/002/ERR4097212
PRJEB38036	SAMEA6804888	ERX4088386	ERR4097213	408170	human gut metagenome	CNX0150068	ftp.sra.ebi.ac.uk/vol1/fastq/ERR409/003/ERR4097213/ERR4097213_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR409/003/ERR4097213/ERR4097213_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR409/ERR4097213/E_3.1.rmhost.fq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR409/ERR4097213/E_3.2.rmhost.fq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR409/003/ERR4097213
PRJEB38036	SAMEA6804869	ERX4088387	ERR4097214	408170	human gut metagenome	CNX0149944	ftp.sra.ebi.ac.uk/vol1/fastq/ERR409/004/ERR4097214/ERR4097214_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR409/004/ERR4097214/ERR4097214_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR409/ERR4097214/B_4_22.1.rmhost.fq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR409/ERR4097214/B_4_22.2.rmhost.fq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR409/004/ERR4097214
PRJEB38036	SAMEA6804800	ERX4088388	ERR4097215	408170	human gut metagenome	CNX0149953	ftp.sra.ebi.ac.uk/vol1/fastq/ERR409/005/ERR4097215/ERR4097215_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR409/005/ERR4097215/ERR4097215_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR409/ERR4097215/B_8.1.rmhost.fq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR409/ERR4097215/B_8.2.rmhost.fq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR409/005/ERR4097215
PRJEB38036	SAMEA6804871	ERX4088389	ERR4097216	408170	human gut metagenome	CNX0149946	ftp.sra.ebi.ac.uk/vol1/fastq/ERR409/006/ERR4097216/ERR4097216_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR409/006/ERR4097216/ERR4097216_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR409/ERR4097216/B_4_24.1.rmhost.fq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR409/ERR4097216/B_4_24.2.rmhost.fq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR409/006/ERR4097216
PRJEB38036	SAMEA6804870	ERX4088390	ERR4097217	408170	human gut metagenome	CNX0149947	ftp.sra.ebi.ac.uk/vol1/fastq/ERR409/007/ERR4097217/ERR4097217_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR409/007/ERR4097217/ERR4097217_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR409/ERR4097217/B_40.1.rmhost.fq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR409/ERR4097217/B_40.2.rmhost.fq.gz	
PRJEB38036	SAMEA6804873	ERX4088391	ERR4097218	408170	human gut metagenome	CNX0149940	ftp.sra.ebi.ac.uk/vol1/fastq/ERR409/008/ERR4097218/ERR4097218_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR409/008/ERR4097218/ERR4097218_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR409/ERR4097218/B_4.1.rmhost.fq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR409/ERR4097218/B_4.2.rmhost.fq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR409/008/ERR4097218
PRJEB38036	SAMEA6804872	ERX4088392	ERR4097219	408170	human gut metagenome	CNX0149941	ftp.sra.ebi.ac.uk/vol1/fastq/ERR409/009/ERR4097219/ERR4097219.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR409/009/ERR4097219/ERR4097219_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR409/009/ERR4097219/ERR4097219_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR409/ERR4097219/B_4_19.1.rmhost.fq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR409/ERR4097219/B_4_19.2.rmhost.fq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR409/009/ERR4097219
PRJEB38036	SAMEA6804875	ERX4088393	ERR4097220	408170	human gut metagenome	CNX0149942	ftp.sra.ebi.ac.uk/vol1/fastq/ERR409/000/ERR4097220/ERR4097220_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR409/000/ERR4097220/ERR4097220_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR409/ERR4097220/B_4_20.1.rmhost.fq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR409/ERR4097220/B_4_20.2.rmhost.fq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR409/000/ERR4097220
PRJEB38036	SAMEA6804874	ERX4088394	ERR4097221	408170	human gut metagenome	CNX0149943	ftp.sra.ebi.ac.uk/vol1/fastq/ERR409/001/ERR4097221/ERR4097221_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR409/001/ERR4097221/ERR4097221_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR409/ERR4097221/B_4_21.1.rmhost.fq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR409/ERR4097221/B_4_21.2.rmhost.fq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR409/001/ERR4097221
PRJEB38036	SAMEA6804865	ERX4088395	ERR4097222	408170	human gut metagenome	CNX0150120	ftp.sra.ebi.ac.uk/vol1/fastq/ERR409/002/ERR4097222/ERR4097222_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR409/002/ERR4097222/ERR4097222_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR409/ERR4097222/F_7.1.rmhost.fq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR409/ERR4097222/F_7.2.rmhost.fq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR409/002/ERR4097222
PRJEB38036	SAMEA6804898	ERX4088396	ERR4097223	408170	human gut metagenome	CNX0150121	ftp.sra.ebi.ac.uk/vol1/fastq/ERR409/003/ERR4097223/ERR4097223_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR409/003/ERR4097223/ERR4097223_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR409/ERR4097223/F_8.1.rmhost.fq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR409/ERR4097223/F_8.2.rmhost.fq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR409/003/ERR4097223
PRJEB38036	SAMEA6804897	ERX4088397	ERR4097224	408170	human gut metagenome	CNX0150122	ftp.sra.ebi.ac.uk/vol1/fastq/ERR409/004/ERR4097224/ERR4097224_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR409/004/ERR4097224/ERR4097224_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR409/ERR4097224/F_9.1.rmhost.fq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR409/ERR4097224/F_9.2.rmhost.fq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR409/004/ERR4097224
PRJEB38036	SAMEA6804799	ERX4088398	ERR4097225	408170	human gut metagenome	CNX0149950	ftp.sra.ebi.ac.uk/vol1/fastq/ERR409/005/ERR4097225/ERR4097225_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR409/005/ERR4097225/ERR4097225_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR409/ERR4097225/B_5.1.rmhost.fq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR409/ERR4097225/B_5.2.rmhost.fq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR409/005/ERR4097225
PRJEB38036	SAMEA6804878	ERX4088399	ERR4097226	408170	human gut metagenome	CNX0150009	ftp.sra.ebi.ac.uk/vol1/fastq/ERR409/006/ERR4097226/ERR4097226_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR409/006/ERR4097226/ERR4097226_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR409/ERR4097226/D_4_21.1.rmhost.fq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR409/ERR4097226/D_4_21.2.rmhost.fq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR409/006/ERR4097226
PRJEB38036	SAMEA6804806	ERX4088400	ERR4097227	408170	human gut metagenome	CNX0149959	ftp.sra.ebi.ac.uk/vol1/fastq/ERR409/007/ERR4097227/ERR4097227_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR409/007/ERR4097227/ERR4097227_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR409/ERR4097227/C_13.1.rmhost.fq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR409/ERR4097227/C_13.2.rmhost.fq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR409/007/ERR4097227
PRJEB38036	SAMEA6804807	ERX4088401	ERR4097228	408170	human gut metagenome	CNX0149958	ftp.sra.ebi.ac.uk/vol1/fastq/ERR409/008/ERR4097228/ERR4097228_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR409/008/ERR4097228/ERR4097228_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR409/ERR4097228/C_12.1.rmhost.fq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR409/ERR4097228/C_12.2.rmhost.fq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR409/008/ERR4097228
PRJEB38036	SAMEA6804923	ERX4088402	ERR4097229	408170	human gut metagenome	CNX0149889	ftp.sra.ebi.ac.uk/vol1/fastq/ERR409/009/ERR4097229/ERR4097229_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR409/009/ERR4097229/ERR4097229_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR409/ERR4097229/A_1.1.rmhost.fq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR409/ERR4097229/A_1.2.rmhost.fq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR409/009/ERR4097229
PRJEB38036	SAMEA6804801	ERX4088403	ERR4097230	408170	human gut metagenome	CNX0149952	ftp.sra.ebi.ac.uk/vol1/fastq/ERR409/000/ERR4097230/ERR4097230_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR409/000/ERR4097230/ERR4097230_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR409/ERR4097230/B_7.1.rmhost.fq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR409/ERR4097230/B_7.2.rmhost.fq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR409/000/ERR4097230
PRJEB38036	SAMEA6804798	ERX4088404	ERR4097231	408170	human gut metagenome	CNX0149951	ftp.sra.ebi.ac.uk/vol1/fastq/ERR409/001/ERR4097231/ERR4097231_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR409/001/ERR4097231/ERR4097231_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR409/ERR4097231/B_6.1.rmhost.fq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR409/ERR4097231/B_6.2.rmhost.fq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR409/001/ERR4097231
PRJEB38036	SAMEA6804927	ERX4088405	ERR4097232	408170	human gut metagenome	CNX0150022	ftp.sra.ebi.ac.uk/vol1/fastq/ERR409/002/ERR4097232/ERR4097232_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR409/002/ERR4097232/ERR4097232_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR409/ERR4097232/D6300_12.1.rmhost.fq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR409/ERR4097232/D6300_12.2.rmhost.fq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR409/002/ERR4097232
PRJEB38036	SAMEA6804804	ERX4088406	ERR4097233	408170	human gut metagenome	CNX0149957	ftp.sra.ebi.ac.uk/vol1/fastq/ERR409/003/ERR4097233/ERR4097233_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR409/003/ERR4097233/ERR4097233_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR409/ERR4097233/C_11.1.rmhost.fq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR409/ERR4097233/C_11.2.rmhost.fq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR409/003/ERR4097233
PRJEB38036	SAMEA6804805	ERX4088407	ERR4097234	408170	human gut metagenome	CNX0149956	ftp.sra.ebi.ac.uk/vol1/fastq/ERR409/004/ERR4097234/ERR4097234_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR409/004/ERR4097234/ERR4097234_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR409/ERR4097234/C_10.1.rmhost.fq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR409/ERR4097234/C_10.2.rmhost.fq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR409/004/ERR4097234
PRJEB38036	SAMEA6804802	ERX4088408	ERR4097235	408170	human gut metagenome	CNX0149955	ftp.sra.ebi.ac.uk/vol1/fastq/ERR409/005/ERR4097235/ERR4097235_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR409/005/ERR4097235/ERR4097235_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR409/ERR4097235/C_1.1.rmhost.fq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR409/ERR4097235/C_1.2.rmhost.fq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR409/005/ERR4097235
PRJEB38036	SAMEA6804803	ERX4088409	ERR4097236	408170	human gut metagenome	CNX0149954	ftp.sra.ebi.ac.uk/vol1/fastq/ERR409/006/ERR4097236/ERR4097236_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR409/006/ERR4097236/ERR4097236_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR409/ERR4097236/B_9.1.rmhost.fq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR409/ERR4097236/B_9.2.rmhost.fq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR409/006/ERR4097236
PRJEB38036	SAMEA6804737	ERX4088410	ERR4097237	408170	human gut metagenome	CNX0150038	ftp.sra.ebi.ac.uk/vol1/fastq/ERR409/007/ERR4097237/ERR4097237_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR409/007/ERR4097237/ERR4097237_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR409/ERR4097237/D6300_30.1.rmhost.fq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR409/ERR4097237/D6300_30.2.rmhost.fq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR409/007/ERR4097237
PRJEB38036	SAMEA6804736	ERX4088411	ERR4097238	408170	human gut metagenome	CNX0150039	ftp.sra.ebi.ac.uk/vol1/fastq/ERR409/008/ERR4097238/ERR4097238_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR409/008/ERR4097238/ERR4097238_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR409/ERR4097238/D6300_31.1.rmhost.fq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR409/ERR4097238/D6300_31.2.rmhost.fq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR409/008/ERR4097238
PRJEB38036	SAMEA6804747	ERX4088412	ERR4097239	408170	human gut metagenome	CNX0150032		ftp.sra.ebi.ac.uk/vol1/run/ERR409/ERR4097239/D6300_2_7.1.rmhost.fq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR409/ERR4097239/D6300_2_7.2.rmhost.fq.gz	
PRJEB38036	SAMEA6804746	ERX4088413	ERR4097240	408170	human gut metagenome	CNX0150033	ftp.sra.ebi.ac.uk/vol1/fastq/ERR409/000/ERR4097240/ERR4097240_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR409/000/ERR4097240/ERR4097240_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR409/ERR4097240/D6300_2_8.1.rmhost.fq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR409/ERR4097240/D6300_2_8.2.rmhost.fq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR409/000/ERR4097240
PRJEB38036	SAMEA6804745	ERX4088414	ERR4097241	408170	human gut metagenome	CNX0150030	ftp.sra.ebi.ac.uk/vol1/fastq/ERR409/001/ERR4097241/ERR4097241_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR409/001/ERR4097241/ERR4097241_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR409/ERR4097241/D6300_2_2.1.rmhost.fq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR409/ERR4097241/D6300_2_2.2.rmhost.fq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR409/001/ERR4097241
PRJEB38036	SAMEA6804744	ERX4088415	ERR4097242	408170	human gut metagenome	CNX0150031	ftp.sra.ebi.ac.uk/vol1/fastq/ERR409/002/ERR4097242/ERR4097242_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR409/002/ERR4097242/ERR4097242_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR409/ERR4097242/D6300_2_3.1.rmhost.fq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR409/ERR4097242/D6300_2_3.2.rmhost.fq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR409/002/ERR4097242
PRJEB38036	SAMEA6804751	ERX4088416	ERR4097243	408170	human gut metagenome	CNX0150036	ftp.sra.ebi.ac.uk/vol1/fastq/ERR409/003/ERR4097243/ERR4097243_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR409/003/ERR4097243/ERR4097243_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR409/ERR4097243/D6300_29.1.rmhost.fq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR409/ERR4097243/D6300_29.2.rmhost.fq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR409/003/ERR4097243
PRJEB38036	SAMEA6804750	ERX4088417	ERR4097244	408170	human gut metagenome	CNX0150037	ftp.sra.ebi.ac.uk/vol1/fastq/ERR409/004/ERR4097244/ERR4097244_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR409/004/ERR4097244/ERR4097244_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR409/ERR4097244/D6300_3_1.1.rmhost.fq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR409/ERR4097244/D6300_3_1.2.rmhost.fq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR409/004/ERR4097244
PRJEB38036	SAMEA6804749	ERX4088418	ERR4097245	408170	human gut metagenome	CNX0150034	ftp.sra.ebi.ac.uk/vol1/fastq/ERR409/005/ERR4097245/ERR4097245_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR409/005/ERR4097245/ERR4097245_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR409/ERR4097245/D6300_27.1.rmhost.fq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR409/ERR4097245/D6300_27.2.rmhost.fq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR409/005/ERR4097245
